Latitude,Longitude,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinst,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_bitmask,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_ContinuousLayer,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_ContinuousLayer_Description
31.7365,-109.9419,2021-05-06 15:01:30 UTC,16060,015,0601,True,65.5199585,81.491188,0b00000000000000000000000001010001,0b0,Continuous
35.4106,-99.0588,2018-07-29 23:20:24 UTC,00360,002,0601,True,155.9134674,39.3819809,0b00000000000000000000000000100111,0b0,Continuous
35.4106,-99.0588,2018-08-01 22:20:33 UTC,00406,003,0601,True,293.285614,62.7833557,0b00000000000000000000000000111110,0b0,Continuous
35.4106,-99.0588,2018-08-05 20:29:38 UTC,00467,006,0601,True,451.2853394,138.4337006,0b00000000000000000000000010001010,0b0,Continuous
35.4106,-99.0588,2018-08-16 23:55:04 UTC,00640,012,0601,True,134.6617889,47.4424095,0b00000000000000000000000000101111,0b0,Continuous
35.4106,-99.0588,2018-08-20 22:03:07 UTC,00701,009,0601,True,295.1608887,102.5256577,0b00000000000000000000000001100110,0b0,Continuous
35.4106,-99.0588,2018-08-22 13:49:03 UTC,00727,006,0601,True,177.1396027,77.141983,0b00000000000000000000000001001101,0b0,Continuous
35.4106,-99.0588,2018-08-23 21:04:00 UTC,00747,009,0601,True,444.3802185,120.1849899,0b00000000000000000000000001111000,0b0,Continuous
35.4106,-99.0588,2018-08-25 12:49:38 UTC,00773,004,0601,True,161.7361145,,,,
35.4106,-99.0588,2018-08-27 19:12:38 UTC,00808,009,0601,True,545.5720825,222.837265,0b00000000000000000000000011011110,0b0,Continuous
35.4106,-99.0588,2018-08-30 18:13:10 UTC,00854,009,0601,True,508.1820984,157.3286896,0b00000000000000000000000010011101,0b0,Continuous
35.4106,-99.0588,2018-09-02 17:12:49 UTC,00900,008,0601,True,526.8026733,219.7688904,0b00000000000000000000000011011011,0b0,Continuous
35.4106,-99.0588,2018-09-09 14:22:18 UTC,01007,009,0601,True,240.0794373,83.9007874,0b00000000000000000000000001010011,0b0,Continuous
35.4106,-99.0588,2018-09-13 12:31:07 UTC,01068,009,0601,True,172.9926147,24.9989796,0b00000000000000000000000000011000,0b0,Continuous
35.4106,-99.0588,2018-09-27 23:27:51 UTC,01293,006,0601,True,160.4367828,27.9269657,0b00000000000000000000000000011011,0b0,Continuous
35.4106,-99.0588,2019-03-09 14:20:33 UTC,03821,009,0601,True,70.6756439,75.3500595,0b00000000000000000000000001001011,0b0,Continuous
35.4106,-99.0588,2019-06-09 01:47:14 UTC,05242,006,0601,True,147.9993591,,,,
35.4106,-99.0588,2019-06-12 00:55:40 UTC,05288,008,0601,True,142.5762024,41.4192429,0b00000000000000000000000000101001,0b0,Continuous
35.4106,-99.0588,2019-06-17 15:04:36 UTC,05375,003,0601,True,399.0290527,137.9589844,0b00000000000000000000000010001001,0b0,Continuous
35.4106,-99.0588,2019-06-19 21:33:34 UTC,05410,005,0601,True,424.2093201,96.4227676,0b00000000000000000000000001100000,0b0,Continuous
35.4106,-99.0588,2019-06-21 13:23:18 UTC,05436,004,0601,True,251.2941742,59.4987946,0b00000000000000000000000000111011,0b0,Continuous
35.4106,-99.0588,2019-07-24 00:43:55 UTC,05940,003,0601,True,121.772995,24.0248108,0b00000000000000000000000000011000,0b0,Continuous
35.4106,-99.0588,2019-07-27 23:03:15 UTC,06001,003,0601,True,297.0905457,64.0644302,0b00000000000000000000000001000000,0b0,Continuous
35.4106,-99.0588,2019-07-31 21:22:29 UTC,06062,003,0601,True,237.0990295,55.9071579,0b00000000000000000000000000110111,0b0,Continuous
35.4106,-99.0588,2019-08-07 18:50:27 UTC,06169,003,0601,True,468.5066833,121.6888733,0b00000000000000000000000001111001,0b0,Continuous
35.4106,-99.0588,2019-08-10 01:19:45 UTC,06204,007,0601,True,96.6416855,,,,
35.4106,-99.0588,2019-08-11 17:09:47 UTC,06230,003,0601,True,416.1708984,97.3874207,0b00000000000000000000000001100001,0b0,Continuous
35.4106,-99.0588,2019-08-13 23:38:25 UTC,06265,005,0601,True,172.0827637,37.1362343,0b00000000000000000000000000100101,0b0,Continuous
35.4106,-99.0588,2019-08-14 16:18:09 UTC,06276,005,0600,True,379.7100525,19.1868305,0b00000000000000000000000000010011,0b0,Continuous
35.4106,-99.0588,2019-08-16 22:48:05 UTC,06311,005,0601,True,185.0016785,50.7088966,0b00000000000000000000000000110010,0b0,Continuous
35.4106,-99.0588,2019-08-24 19:31:55 UTC,06433,005,0600,True,275.1224976,40.4561806,0b00000000000000000000000000101000,0b0,Continuous
35.4106,-99.0588,2019-08-28 17:54:00 UTC,06494,005,0601,True,350.5463562,71.7648163,0b00000000000000000000000001000111,0b0,Continuous
35.4106,-99.0588,2019-09-01 16:14:53 UTC,06555,004,0601,True,404.6517639,129.1040955,0b00000000000000000000000010000001,0b0,Continuous
35.4106,-99.0588,2019-09-01 16:15:45 UTC,06555,005,0601,True,429.0422974,139.5350494,0b00000000000000000000000010001011,0b0,Continuous
35.4106,-99.0588,2019-09-04 15:25:36 UTC,06601,009,0601,True,306.5685425,106.5251541,0b00000000000000000000000001101010,0b0,Continuous
35.4106,-99.0588,2019-10-02 20:42:22 UTC,07039,003,0601,True,377.1698914,80.1920013,0b00000000000000000000000001010000,0b0,Continuous
35.4106,-99.0588,2019-10-06 19:05:12 UTC,07100,003,0601,True,262.0707703,35.5314484,0b00000000000000000000000000100011,0b0,Continuous
35.4106,-99.0588,2019-10-16 22:21:20 UTC,07257,006,0601,True,112.5835953,26.3527355,0b00000000000000000000000000011010,0b0,Continuous
35.4106,-99.0588,2019-10-18 14:12:21 UTC,07283,003,0601,True,118.1029053,18.6054802,0b00000000000000000000000000010010,0b0,Continuous
35.4106,-99.0588,2019-10-19 21:31:41 UTC,07303,010,0601,True,127.9741364,51.9754982,0b00000000000000000000000000110011,0b0,Continuous
35.4106,-99.0588,2019-10-20 20:43:09 UTC,07318,004,0601,True,158.8625031,65.1450424,0b00000000000000000000000001000001,0b0,Continuous
35.4106,-99.0588,2019-10-27 18:17:04 UTC,07425,008,0601,True,207.167984,37.9444771,0b00000000000000000000000000100101,0b0,Continuous
